Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;
Variável - Área plantada;;;;;;
Nível;Cód.;Brasil e Município;Ano x Produto das lavouras temporárias;;;
;;;2019;;;
;;;Total;;Soja (em grão);
MU;2604304;Cedro (PE);1664;Hectares;-;Hectares
MU;2604403;Chã de Alegria (PE);2719;Hectares;-;Hectares
MU;2604502;Chã Grande (PE);125;Hectares;-;Hectares
MU;2604601;Condado (PE);2058;Hectares;-;Hectares
MU;2604700;Correntes (PE);2680;Hectares;-;Hectares
MU;2604809;Cortês (PE);1666;Hectares;-;Hectares
MU;2604908;Cumaru (PE);1944;Hectares;-;Hectares
MU;2605004;Cupira (PE);800;Hectares;-;Hectares
MU;2605103;Custódia (PE);6042;Hectares;-;Hectares
MU;2605152;Dormentes (PE);7520;Hectares;-;Hectares
MU;2605202;Escada (PE);6685;Hectares;-;Hectares
MU;2605301;Exu (PE);17105;Hectares;-;Hectares
MU;2605400;Feira Nova (PE);382;Hectares;-;Hectares
MU;2605459;Fernando de Noronha (PE);...;Hectares;...;Hectares
MU;2605509;Ferreiros (PE);3024;Hectares;-;Hectares
MU;2605608;Flores (PE);16264;Hectares;-;Hectares
MU;2605707;Floresta (PE);2745;Hectares;-;Hectares
MU;2605806;Frei Miguelinho (PE);835;Hectares;-;Hectares
MU;2605905;Gameleira (PE);10232;Hectares;-;Hectares
MU;2606002;Garanhuns (PE);2954;Hectares;-;Hectares
MU;2606101;Glória do Goitá (PE);2052;Hectares;-;Hectares
MU;2606200;Goiana (PE);11020;Hectares;-;Hectares
MU;2606309;Granito (PE);800;Hectares;-;Hectares
MU;2606408;Gravatá (PE);840;Hectares;-;Hectares
MU;2606507;Iati (PE);2453;Hectares;-;Hectares
MU;2606606;Ibimirim (PE);850;Hectares;-;Hectares
MU;2606705;Ibirajuba (PE);1350;Hectares;-;Hectares
MU;2606804;Igarassu (PE);6676;Hectares;-;Hectares
MU;2606903;Iguaracy (PE);4688;Hectares;-;Hectares
MU;2607000;Inajá (PE);3393;Hectares;-;Hectares
MU;2607109;Ingazeira (PE);1509;Hectares;-;Hectares
MU;2607208;Ipojuca (PE);22414;Hectares;-;Hectares
MU;2607307;Ipubi (PE);15200;Hectares;-;Hectares
MU;2607406;Itacuruba (PE);323;Hectares;-;Hectares
MU;2607505;Itaíba (PE);4515;Hectares;-;Hectares
MU;2607604;Ilha de Itamaracá (PE);11;Hectares;-;Hectares
MU;2607653;Itambé (PE);15185;Hectares;-;Hectares
MU;2607703;Itapetim (PE);3870;Hectares;-;Hectares
MU;2607752;Itapissuma (PE);1842;Hectares;-;Hectares
MU;2607802;Itaquitinga (PE);5127;Hectares;-;Hectares
MU;2607901;Jaboatão dos Guararapes (PE);1500;Hectares;-;Hectares
MU;2607950;Jaqueira (PE);670;Hectares;-;Hectares
MU;2608008;Jataúba (PE);510;Hectares;-;Hectares
MU;2608057;Jatobá (PE);181;Hectares;-;Hectares
MU;2608107;João Alfredo (PE);1077;Hectares;-;Hectares
MU;2608206;Joaquim Nabuco (PE);1400;Hectares;-;Hectares
MU;2608255;Jucati (PE);4680;Hectares;-;Hectares
MU;2608305;Jupi (PE);2108;Hectares;-;Hectares
MU;2608404;Jurema (PE);3650;Hectares;-;Hectares
MU;2608453;Lagoa do Carro (PE);732;Hectares;-;Hectares
MU;2608503;Lagoa de Itaenga (PE);2046;Hectares;-;Hectares
MU;2608602;Lagoa do Ouro (PE);789;Hectares;-;Hectares
MU;2608701;Lagoa dos Gatos (PE);385;Hectares;-;Hectares
MU;2608750;Lagoa Grande (PE);3100;Hectares;-;Hectares
MU;2608800;Lajedo (PE);1250;Hectares;-;Hectares
MU;2608909;Limoeiro (PE);2184;Hectares;-;Hectares
MU;2609006;Macaparana (PE);1620;Hectares;-;Hectares
MU;2609105;Machados (PE);226;Hectares;-;Hectares
MU;2609154;Manari (PE);4075;Hectares;-;Hectares
MU;2609204;Maraial (PE);1500;Hectares;-;Hectares
MU;2609303;Mirandiba (PE);2330;Hectares;-;Hectares
MU;2609402;Moreno (PE);6250;Hectares;-;Hectares
MU;2609501;Nazaré da Mata (PE);4190;Hectares;-;Hectares
MU;2609600;Olinda (PE);...;Hectares;...;Hectares
MU;2609709;Orobó (PE);1516;Hectares;-;Hectares
MU;2609808;Orocó (PE);1317;Hectares;-;Hectares
MU;2609907;Ouricuri (PE);20260;Hectares;-;Hectares
MU;2610004;Palmares (PE);1590;Hectares;-;Hectares
MU;2610103;Palmeirina (PE);230;Hectares;-;Hectares
MU;2610202;Panelas (PE);2310;Hectares;-;Hectares
MU;2610301;Paranatama (PE);2337;Hectares;-;Hectares
MU;2610400;Parnamirim (PE);2420;Hectares;-;Hectares
MU;2610509;Passira (PE);1873;Hectares;-;Hectares
MU;2610608;Paudalho (PE);6233;Hectares;-;Hectares
MU;2610707;Paulista (PE);...;Hectares;...;Hectares
MU;2610806;Pedra (PE);2127;Hectares;-;Hectares
MU;2610905;Pesqueira (PE);1060;Hectares;-;Hectares
MU;2611002;Petrolândia (PE);495;Hectares;-;Hectares
MU;2611101;Petrolina (PE);7710;Hectares;-;Hectares
MU;2611200;Poção (PE);1125;Hectares;-;Hectares
MU;2611309;Pombos (PE);1805;Hectares;-;Hectares
MU;2611408;Primavera (PE);5525;Hectares;-;Hectares
MU;2611507;Quipapá (PE);1560;Hectares;-;Hectares
MU;2611533;Quixaba (PE);3746;Hectares;-;Hectares
MU;2611606;Recife (PE);...;Hectares;...;Hectares
MU;2611705;Riacho das Almas (PE);900;Hectares;-;Hectares
MU;2611804;Ribeirão (PE);12370;Hectares;-;Hectares
MU;2611903;Rio Formoso (PE);8205;Hectares;-;Hectares
MU;2612000;Sairé (PE);140;Hectares;-;Hectares
MU;2612109;Salgadinho (PE);710;Hectares;-;Hectares
MU;2612208;Salgueiro (PE);670;Hectares;-;Hectares
MU;2612307;Saloá (PE);3305;Hectares;-;Hectares
MU;2612406;Sanharó (PE);2400;Hectares;-;Hectares
MU;2612455;Santa Cruz (PE);10060;Hectares;-;Hectares
MU;2612471;Santa Cruz da Baixa Verde (PE);2948;Hectares;-;Hectares
MU;2612505;Santa Cruz do Capibaribe (PE);310;Hectares;-;Hectares
MU;2612554;Santa Filomena (PE);11528;Hectares;-;Hectares
MU;2612604;Santa Maria da Boa Vista (PE);1855;Hectares;-;Hectares
MU;2612703;Santa Maria do Cambucá (PE);1705;Hectares;-;Hectares
MU;2612802;Santa Terezinha (PE);2891;Hectares;-;Hectares
MU;2612901;São Benedito do Sul (PE);243;Hectares;-;Hectares
MU;2613008;São Bento do Una (PE);7260;Hectares;-;Hectares
MU;2613107;São Caitano (PE);1520;Hectares;-;Hectares
MU;2613206;São João (PE);10615;Hectares;-;Hectares
MU;2613305;São Joaquim do Monte (PE);222;Hectares;-;Hectares
MU;2613404;São José da Coroa Grande (PE);140;Hectares;-;Hectares
MU;2613503;São José do Belmonte (PE);3166;Hectares;-;Hectares
MU;2613602;São José do Egito (PE);9899;Hectares;-;Hectares
MU;2613701;São Lourenço da Mata (PE);3025;Hectares;-;Hectares
MU;2613800;São Vicente Férrer (PE);510;Hectares;-;Hectares
MU;2613909;Serra Talhada (PE);4765;Hectares;-;Hectares
MU;2614006;Serrita (PE);2800;Hectares;-;Hectares
MU;2614105;Sertânia (PE);6500;Hectares;-;Hectares
MU;2614204;Sirinhaém (PE);13100;Hectares;-;Hectares
MU;2614303;Moreilândia (PE);1558;Hectares;-;Hectares
MU;2614402;Solidão (PE);2386;Hectares;-;Hectares
MU;2614501;Surubim (PE);3652;Hectares;-;Hectares
MU;2614600;Tabira (PE);8986;Hectares;-;Hectares
MU;2614709;Tacaimbó (PE);1455;Hectares;-;Hectares
MU;2614808;Tacaratu (PE);2511;Hectares;-;Hectares
MU;2614857;Tamandaré (PE);2550;Hectares;-;Hectares
MU;2615003;Taquaritinga do Norte (PE);1400;Hectares;-;Hectares
MU;2615102;Terezinha (PE);820;Hectares;-;Hectares
MU;2615201;Terra Nova (PE);712;Hectares;-;Hectares
MU;2615300;Timbaúba (PE);4082;Hectares;-;Hectares
MU;2615409;Toritama (PE);...;Hectares;...;Hectares
MU;2615508;Tracunhaém (PE);4072;Hectares;-;Hectares
MU;2615607;Trindade (PE);2900;Hectares;-;Hectares
MU;2615706;Triunfo (PE);1810;Hectares;-;Hectares
MU;2615805;Tupanatinga (PE);3276;Hectares;-;Hectares
MU;2615904;Tuparetama (PE);1619;Hectares;-;Hectares
MU;2616001;Venturosa (PE);428;Hectares;-;Hectares
MU;2616100;Verdejante (PE);610;Hectares;-;Hectares
MU;2616183;Vertente do Lério (PE);610;Hectares;-;Hectares
MU;2616209;Vertentes (PE);702;Hectares;-;Hectares
MU;2616308;Vicência (PE);10055;Hectares;-;Hectares
MU;2616407;Vitória de Santo Antão (PE);5315;Hectares;-;Hectares
MU;2616506;Xexéu (PE);1503;Hectares;-;Hectares
MU;2700102;Água Branca (AL);1800;Hectares;-;Hectares
MU;2700201;Anadia (AL);9520;Hectares;689;Hectares
MU;2700300;Arapiraca (AL);8538;Hectares;-;Hectares
MU;2700409;Atalaia (AL);15243;Hectares;-;Hectares
MU;2700508;Barra de Santo Antônio (AL);2534;Hectares;-;Hectares
MU;2700607;Barra de São Miguel (AL);3660;Hectares;-;Hectares
MU;2700706;Batalha (AL);1314;Hectares;-;Hectares
MU;2700805;Belém (AL);285;Hectares;-;Hectares
MU;2700904;Belo Monte (AL);269;Hectares;-;Hectares
MU;2701001;Boca da Mata (AL);14301;Hectares;-;Hectares
MU;2701100;Branquinha (AL);1403;Hectares;-;Hectares
MU;2701209;Cacimbinhas (AL);380;Hectares;-;Hectares
MU;2701308;Cajueiro (AL);822;Hectares;-;Hectares
MU;2701357;Campestre (AL);1584;Hectares;-;Hectares
MU;2701407;Campo Alegre (AL);15041;Hectares;300;Hectares
MU;2701506;Campo Grande (AL);389;Hectares;-;Hectares
MU;2701605;Canapi (AL);1273;Hectares;-;Hectares
MU;2701704;Capela (AL);2524;Hectares;-;Hectares
MU;2701803;Carneiros (AL);634;Hectares;-;Hectares
MU;2701902;Chã Preta (AL);1072;Hectares;-;Hectares
MU;2702009;Coité do Nóia (AL);1087;Hectares;-;Hectares
MU;2702108;Colônia Leopoldina (AL);4422;Hectares;-;Hectares
MU;2702207;Coqueiro Seco (AL);387;Hectares;-;Hectares
MU;2702306;Coruripe (AL);49684;Hectares;-;Hectares
MU;2702355;Craíbas (AL);3586;Hectares;-;Hectares
MU;2702405;Delmiro Gouveia (AL);229;Hectares;-;Hectares
MU;2702504;Dois Riachos (AL);1750;Hectares;-;Hectares
MU;2702553;Estrela de Alagoas (AL);585;Hectares;-;Hectares
MU;2702603;Feira Grande (AL);3506;Hectares;-;Hectares
MU;2702702;Feliz Deserto (AL);3197;Hectares;-;Hectares
MU;2702801;Flexeiras (AL);4951;Hectares;-;Hectares
MU;2702900;Girau do Ponciano (AL);8800;Hectares;-;Hectares
MU;2703007;Ibateguara (AL);1742;Hectares;-;Hectares
MU;2703106;Igaci (AL);2805;Hectares;-;Hectares
MU;2703205;Igreja Nova (AL);5573;Hectares;-;Hectares
MU;2703304;Inhapi (AL);1567;Hectares;-;Hectares
MU;2703403;Jacaré dos Homens (AL);524;Hectares;-;Hectares
MU;2703502;Jacuípe (AL);1892;Hectares;-;Hectares
MU;2703601;Japaratinga (AL);995;Hectares;-;Hectares
MU;2703700;Jaramataia (AL);264;Hectares;-;Hectares
MU;2703759;Jequiá da Praia (AL);8628;Hectares;-;Hectares
MU;2703809;Joaquim Gomes (AL);2280;Hectares;-;Hectares
MU;2703908;Jundiá (AL);2147;Hectares;282;Hectares
MU;2704005;Junqueiro (AL);8935;Hectares;230;Hectares
MU;2704104;Lagoa da Canoa (AL);4970;Hectares;-;Hectares
MU;2704203;Limoeiro de Anadia (AL);12070;Hectares;1500;Hectares
MU;2704302;Maceió (AL);3505;Hectares;-;Hectares
MU;2704401;Major Isidoro (AL);285;Hectares;-;Hectares
MU;2704500;Maragogi (AL);2710;Hectares;-;Hectares
MU;2704609;Maravilha (AL);1100;Hectares;-;Hectares
MU;2704708;Marechal Deodoro (AL);12593;Hectares;-;Hectares
MU;2704807;Maribondo (AL);168;Hectares;-;Hectares
MU;2704906;Mar Vermelho (AL);39;Hectares;-;Hectares
MU;2705002;Mata Grande (AL);1363;Hectares;-;Hectares
MU;2705101;Matriz de Camaragibe (AL);9440;Hectares;-;Hectares
MU;2705200;Messias (AL);3168;Hectares;-;Hectares
MU;2705309;Minador do Negrão (AL);352;Hectares;-;Hectares
MU;2705408;Monteirópolis (AL);516;Hectares;-;Hectares
MU;2705507;Murici (AL);7560;Hectares;-;Hectares
MU;2705606;Novo Lino (AL);2339;Hectares;80;Hectares
MU;2705705;Olho d'Água das Flores (AL);370;Hectares;-;Hectares
MU;2705804;Olho d'Água do Casado (AL);195;Hectares;-;Hectares
MU;2705903;Olho d'Água Grande (AL);113;Hectares;-;Hectares
MU;2706000;Olivença (AL);335;Hectares;-;Hectares
MU;2706109;Ouro Branco (AL);360;Hectares;-;Hectares
MU;2706208;Palestina (AL);42;Hectares;-;Hectares
MU;2706307;Palmeira dos Índios (AL);3830;Hectares;-;Hectares
MU;2706406;Pão de Açúcar (AL);1042;Hectares;-;Hectares
MU;2706422;Pariconha (AL);855;Hectares;-;Hectares
MU;2706448;Paripueira (AL);2023;Hectares;-;Hectares
MU;2706505;Passo de Camaragibe (AL);8647;Hectares;-;Hectares
MU;2706604;Paulo Jacinto (AL);169;Hectares;-;Hectares
MU;2706703;Penedo (AL);15142;Hectares;-;Hectares
MU;2706802;Piaçabuçu (AL);20;Hectares;-;Hectares
MU;2706901;Pilar (AL);8594;Hectares;-;Hectares
MU;2707008;Pindoba (AL);46;Hectares;-;Hectares
MU;2707107;Piranhas (AL);1110;Hectares;-;Hectares
MU;2707206;Poço das Trincheiras (AL);2372;Hectares;-;Hectares
MU;2707305;Porto Calvo (AL);5667;Hectares;-;Hectares
MU;2707404;Porto de Pedras (AL);4833;Hectares;-;Hectares
MU;2707503;Porto Real do Colégio (AL);2209;Hectares;-;Hectares
MU;2707602;Quebrangulo (AL);2070;Hectares;-;Hectares
MU;2707701;Rio Largo (AL);10061;Hectares;-;Hectares
MU;2707800;Roteiro (AL);3601;Hectares;-;Hectares
MU;2707909;Santa Luzia do Norte (AL);936;Hectares;-;Hectares
MU;2708006;Santana do Ipanema (AL);3120;Hectares;-;Hectares
MU;2708105;Santana do Mundaú (AL);719;Hectares;-;Hectares
MU;2708204;São Brás (AL);396;Hectares;-;Hectares
MU;2708303;São José da Laje (AL);14095;Hectares;-;Hectares
MU;2708402;São José da Tapera (AL);5015;Hectares;-;Hectares
MU;2708501;São Luís do Quitunde (AL);18922;Hectares;-;Hectares
MU;2708600;São Miguel dos Campos (AL);23449;Hectares;60;Hectares
MU;2708709;São Miguel dos Milagres (AL);1472;Hectares;-;Hectares
MU;2708808;São Sebastião (AL);7684;Hectares;-;Hectares
MU;2708907;Satuba (AL);1213;Hectares;-;Hectares
MU;2708956;Senador Rui Palmeira (AL);1314;Hectares;-;Hectares
MU;2709004;Tanque d'Arca (AL);310;Hectares;-;Hectares
MU;2709103;Taquarana (AL);3465;Hectares;-;Hectares
MU;2709152;Teotônio Vilela (AL);17457;Hectares;-;Hectares
MU;2709202;Traipu (AL);2071;Hectares;-;Hectares
MU;2709301;União dos Palmares (AL);2188;Hectares;-;Hectares
MU;2709400;Viçosa (AL);572;Hectares;-;Hectares
MU;2800100;Amparo do São Francisco (SE);82;Hectares;-;Hectares
MU;2800209;Aquidabã (SE);786;Hectares;-;Hectares
MU;2800308;Aracaju (SE);...;Hectares;...;Hectares
MU;2800407;Arauá (SE);460;Hectares;-;Hectares
MU;2800506;Areia Branca (SE);1345;Hectares;-;Hectares
MU;2800605;Barra dos Coqueiros (SE);18;Hectares;-;Hectares
MU;2800670;Boquim (SE);633;Hectares;-;Hectares
MU;2800704;Brejo Grande (SE);20;Hectares;-;Hectares
MU;2801009;Campo do Brito (SE);880;Hectares;-;Hectares
MU;2801108;Canhoba (SE);586;Hectares;-;Hectares
MU;2801207;Canindé de São Francisco (SE);480;Hectares;-;Hectares
MU;2801306;Capela (SE);4837;Hectares;-;Hectares
MU;2801405;Carira (SE);30080;Hectares;-;Hectares
MU;2801504;Carmópolis (SE);405;Hectares;-;Hectares
MU;2801603;Cedro de São João (SE);140;Hectares;-;Hectares
MU;2801702;Cristinápolis (SE);760;Hectares;-;Hectares
MU;2801900;Cumbe (SE);2558;Hectares;-;Hectares
MU;2802007;Divina Pastora (SE);735;Hectares;-;Hectares
MU;2802106;Estância (SE);578;Hectares;-;Hectares
MU;2802205;Feira Nova (SE);4200;Hectares;-;Hectares
MU;2802304;Frei Paulo (SE);16050;Hectares;-;Hectares
MU;2802403;Gararu (SE);3300;Hectares;-;Hectares
MU;2802502;General Maynard (SE);45;Hectares;-;Hectares
MU;2802601;Gracho Cardoso (SE);3257;Hectares;-;Hectares
MU;2802700;Ilha das Flores (SE);1235;Hectares;-;Hectares
MU;2802809;Indiaroba (SE);391;Hectares;-;Hectares
MU;2802908;Itabaiana (SE);2790;Hectares;-;Hectares
MU;2803005;Itabaianinha (SE);2131;Hectares;-;Hectares
MU;2803104;Itabi (SE);1005;Hectares;-;Hectares
MU;2803203;Itaporanga d'Ajuda (SE);896;Hectares;-;Hectares
MU;2803302;Japaratuba (SE);8235;Hectares;-;Hectares
MU;2803401;Japoatã (SE);4801;Hectares;-;Hectares
MU;2803500;Lagarto (SE);4543;Hectares;-;Hectares
MU;2803609;Laranjeiras (SE);5835;Hectares;-;Hectares
MU;2803708;Macambira (SE);3020;Hectares;-;Hectares
MU;2803807;Malhada dos Bois (SE);73;Hectares;-;Hectares
MU;2803906;Malhador (SE);590;Hectares;-;Hectares
MU;2804003;Maruim (SE);2281;Hectares;-;Hectares
MU;2804102;Moita Bonita (SE);1520;Hectares;-;Hectares
MU;2804201;Monte Alegre de Sergipe (SE);2230;Hectares;-;Hectares
MU;2804300;Muribeca (SE);880;Hectares;-;Hectares
MU;2804409;Neópolis (SE);4069;Hectares;-;Hectares
MU;2804458;Nossa Senhora Aparecida (SE);5570;Hectares;-;Hectares
MU;2804508;Nossa Senhora da Glória (SE);7300;Hectares;-;Hectares
MU;2804607;Nossa Senhora das Dores (SE);4552;Hectares;-;Hectares
MU;2804706;Nossa Senhora de Lourdes (SE);507;Hectares;-;Hectares
MU;2804805;Nossa Senhora do Socorro (SE);1221;Hectares;-;Hectares
MU;2804904;Pacatuba (SE);2169;Hectares;-;Hectares
MU;2805000;Pedra Mole (SE);2850;Hectares;-;Hectares
MU;2805109;Pedrinhas (SE);135;Hectares;-;Hectares
MU;2805208;Pinhão (SE);5550;Hectares;-;Hectares
MU;2805307;Pirambu (SE);257;Hectares;-;Hectares
MU;2805406;Poço Redondo (SE);1852;Hectares;-;Hectares
MU;2805505;Poço Verde (SE);10500;Hectares;-;Hectares
MU;2805604;Porto da Folha (SE);1112;Hectares;-;Hectares
MU;2805703;Propriá (SE);1090;Hectares;-;Hectares
MU;2805802;Riachão do Dantas (SE);3738;Hectares;-;Hectares
MU;2805901;Riachuelo (SE);1761;Hectares;-;Hectares
MU;2806008;Ribeirópolis (SE);1615;Hectares;-;Hectares
MU;2806107;Rosário do Catete (SE);436;Hectares;-;Hectares
MU;2806206;Salgado (SE);679;Hectares;-;Hectares
MU;2806305;Santa Luzia do Itanhy (SE);357;Hectares;-;Hectares
MU;2806404;Santana do São Francisco (SE);342;Hectares;-;Hectares
MU;2806503;Santa Rosa de Lima (SE);507;Hectares;-;Hectares
MU;2806602;Santo Amaro das Brotas (SE);595;Hectares;-;Hectares
MU;2806701;São Cristóvão (SE);387;Hectares;-;Hectares
MU;2806800;São Domingos (SE);682;Hectares;-;Hectares
MU;2806909;São Francisco (SE);255;Hectares;-;Hectares
MU;2807006;São Miguel do Aleixo (SE);1070;Hectares;-;Hectares
MU;2807105;Simão Dias (SE);31163;Hectares;-;Hectares
MU;2807204;Siriri (SE);1287;Hectares;-;Hectares
MU;2807303;Telha (SE);162;Hectares;-;Hectares
MU;2807402;Tobias Barreto (SE);2519;Hectares;-;Hectares
MU;2807501;Tomar do Geru (SE);320;Hectares;-;Hectares
MU;2807600;Umbaúba (SE);701;Hectares;-;Hectares
MU;2900108;Abaíra (BA);695;Hectares;-;Hectares
MU;2900207;Abaré (BA);1171;Hectares;-;Hectares
MU;2900306;Acajutiba (BA);755;Hectares;-;Hectares
MU;2900355;Adustina (BA);33000;Hectares;-;Hectares
MU;2900405;Água Fria (BA);3850;Hectares;-;Hectares
MU;2900504;Érico Cardoso (BA);1045;Hectares;-;Hectares
MU;2900603;Aiquara (BA);349;Hectares;-;Hectares
MU;2900702;Alagoinhas (BA);897;Hectares;-;Hectares
MU;2900801;Alcobaça (BA);1887;Hectares;-;Hectares
MU;2900900;Almadina (BA);200;Hectares;-;Hectares
MU;2901007;Amargosa (BA);760;Hectares;-;Hectares
MU;2901106;Amélia Rodrigues (BA);207;Hectares;-;Hectares
MU;2901155;América Dourada (BA);5358;Hectares;-;Hectares
MU;2901205;Anagé (BA);1468;Hectares;-;Hectares
MU;2901304;Andaraí (BA);861;Hectares;-;Hectares
MU;2901353;Andorinha (BA);1808;Hectares;-;Hectares
MU;2901403;Angical (BA);3649;Hectares;-;Hectares
MU;2901502;Anguera (BA);1200;Hectares;-;Hectares
MU;2901601;Antas (BA);3780;Hectares;-;Hectares
MU;2901700;Antônio Cardoso (BA);2255;Hectares;-;Hectares
MU;2901809;Antônio Gonçalves (BA);912;Hectares;-;Hectares
MU;2901908;Aporá (BA);2380;Hectares;-;Hectares
MU;2901957;Apuarema (BA);106;Hectares;-;Hectares
MU;2902005;Aracatu (BA);2819;Hectares;-;Hectares
MU;2902054;Araçás (BA);344;Hectares;-;Hectares
MU;2902104;Araci (BA);5556;Hectares;-;Hectares
MU;2902203;Aramari (BA);584;Hectares;-;Hectares
MU;2902252;Arataca (BA);10;Hectares;-;Hectares
MU;2902302;Aratuípe (BA);738;Hectares;-;Hectares
MU;2902401;Aurelino Leal (BA);170;Hectares;-;Hectares
MU;2902500;Baianópolis (BA);22603;Hectares;13820;Hectares
MU;2902609;Baixa Grande (BA);2630;Hectares;-;Hectares
MU;2902658;Banzaê (BA);3017;Hectares;-;Hectares
MU;2902708;Barra (BA);1844;Hectares;-;Hectares
MU;2902807;Barra da Estiva (BA);1178;Hectares;-;Hectares
MU;2902906;Barra do Choça (BA);1986;Hectares;-;Hectares
MU;2903003;Barra do Mendes (BA);1957;Hectares;-;Hectares
MU;2903102;Barra do Rocha (BA);100;Hectares;-;Hectares
MU;2903201;Barreiras (BA);257336;Hectares;185500;Hectares
MU;2903235;Barro Alto (BA);6750;Hectares;-;Hectares
MU;2903276;Barrocas (BA);3572;Hectares;-;Hectares
MU;2903300;Barro Preto (BA);20;Hectares;-;Hectares
MU;2903409;Belmonte (BA);345;Hectares;-;Hectares
MU;2903508;Belo Campo (BA);2018;Hectares;-;Hectares
MU;2903607;Biritinga (BA);2697;Hectares;-;Hectares
MU;2903706;Boa Nova (BA);1097;Hectares;-;Hectares
MU;2903805;Boa Vista do Tupim (BA);1046;Hectares;-;Hectares
MU;2903904;Bom Jesus da Lapa (BA);4310;Hectares;-;Hectares
MU;2903953;Bom Jesus da Serra (BA);871;Hectares;-;Hectares
MU;2904001;Boninal (BA);1418;Hectares;-;Hectares
MU;2904050;Bonito (BA);481;Hectares;-;Hectares
MU;2904100;Boquira (BA);2018;Hectares;-;Hectares
MU;2904209;Botuporã (BA);1980;Hectares;-;Hectares
MU;2904308;Brejões (BA);247;Hectares;-;Hectares
MU;2904407;Brejolândia (BA);275;Hectares;-;Hectares
MU;2904506;Brotas de Macaúbas (BA);1281;Hectares;-;Hectares
MU;2904605;Brumado (BA);853;Hectares;-;Hectares
MU;2904704;Buerarema (BA);80;Hectares;-;Hectares
MU;2904753;Buritirama (BA);1330;Hectares;-;Hectares
MU;2904803;Caatiba (BA);55;Hectares;-;Hectares
MU;2904852;Cabaceiras do Paraguaçu (BA);2683;Hectares;-;Hectares
MU;2904902;Cachoeira (BA);965;Hectares;-;Hectares
MU;2905008;Caculé (BA);1209;Hectares;-;Hectares
MU;2905107;Caém (BA);440;Hectares;-;Hectares
MU;2905156;Caetanos (BA);1085;Hectares;-;Hectares
MU;2905206;Caetité (BA);2955;Hectares;-;Hectares
MU;2905305;Cafarnaum (BA);6050;Hectares;-;Hectares
MU;2905404;Cairu (BA);...;Hectares;...;Hectares
MU;2905503;Caldeirão Grande (BA);1090;Hectares;-;Hectares
MU;2905602;Camacan (BA);40;Hectares;-;Hectares
MU;2905701;Camaçari (BA);347;Hectares;-;Hectares
MU;2905800;Camamu (BA);491;Hectares;-;Hectares
MU;2905909;Campo Alegre de Lourdes (BA);5000;Hectares;-;Hectares
MU;2906006;Campo Formoso (BA);9138;Hectares;-;Hectares
MU;2906105;Canápolis (BA);1310;Hectares;-;Hectares
MU;2906204;Canarana (BA);9665;Hectares;-;Hectares
MU;2906303;Canavieiras (BA);280;Hectares;-;Hectares
MU;2906402;Candeal (BA);820;Hectares;-;Hectares
MU;2906501;Candeias (BA);60;Hectares;-;Hectares
MU;2906600;Candiba (BA);2383;Hectares;-;Hectares
MU;2906709;Cândido Sales (BA);2437;Hectares;-;Hectares
MU;2906808;Cansanção (BA);17400;Hectares;-;Hectares
MU;2906824;Canudos (BA);949;Hectares;-;Hectares
MU;2906857;Capela do Alto Alegre (BA);472;Hectares;-;Hectares
MU;2906873;Capim Grosso (BA);470;Hectares;-;Hectares
MU;2906899;Caraíbas (BA);1305;Hectares;-;Hectares
MU;2906907;Caravelas (BA);14625;Hectares;-;Hectares
MU;2907004;Cardeal da Silva (BA);543;Hectares;-;Hectares
MU;2907103;Carinhanha (BA);3028;Hectares;120;Hectares
MU;2907202;Casa Nova (BA);3813;Hectares;-;Hectares
MU;2907301;Castro Alves (BA);1010;Hectares;-;Hectares
MU;2907400;Catolândia (BA);558;Hectares;-;Hectares
MU;2907509;Catu (BA);419;Hectares;-;Hectares
MU;2907558;Caturama (BA);1425;Hectares;-;Hectares
MU;2907608;Central (BA);4510;Hectares;-;Hectares
MU;2907707;Chorrochó (BA);345;Hectares;-;Hectares
MU;2907806;Cícero Dantas (BA);9460;Hectares;-;Hectares
MU;2907905;Cipó (BA);398;Hectares;-;Hectares
